ID,COUNTY_ID,COUNTY,TOTAL_POPULATION,PER_TOTAL_POPULATION,POPU_DENSITY,HH_MEDIAN_AGE,DI_RACE_WH,DI_RACE_AF,DI_RACE_AI_AN,DI_RACE_ASIAN,DI_RACE_NW,DI_RACE_SOM,DI_NOT_HISP,DI_PERC_NOT_HISP,WF_OCCUP_1,WF_OCCUP_2,WF_OCCUP_3,WF_OCCUP_4,WF_OCCUP_5,WF_IND_1,WF_IND_2,WF_IND_3,WF_IND_4,WF_IND_5,WF_IND_6,WF_IND_7,WF_IND_8,WF_IND_9,WF_IND_10,WF_IND_11,WF_IND_12,WF_IND_13,WF_CSW_1,WF_CSW_2,WF_CSW_3,WF_CSW_4,INC_MD_HOUSE,INC_PER_CAP,HH_UD_18,HH_OVR_65,HH_AVG_SIZE,WF_OVR_25,WF_PER_OVR_25,DI_BR_DF,DI_FB,DI_PER_FB,DI_FB_2010,DI_FB_EU,DI_FB_A,DI_FB_AF,DI_FB_OC,DI_FB_LA,DI_FB_NA,DI_NON_ENG,HH_OW_OC,HH_PER_OW_OC,INC_HM_VALUE
0500000US12071,12071,"Lee County, Florida",647554,647554,788.7,46.4,545605,55693,2084,10098,102,23688,524742,69.9,76085,59016,72024,26846,19818,2794,22052,8224,5404,39150,11049,4400,17572,32178,53309,33702,14416,9539,82.2,11.3,6.3,0.2,47908,27578,54193,41.7,2.59,75812,16,360057,99454,15.4,7502,15126,7609,756,136,69709,6118,131773,246061,66,170487
0500000US42077,42077,"Lehigh County, Pennsylvania",354537,354537,1012.5,39.5,283138,23075,800,10951,9,26304,282553,69.5,58443,27147,43273,12090,25794,748,8851,25238,5510,20166,9460,3461,9743,16452,42160,13343,7038,4577,86.4,8.9,4.7,0.1,55681,28139,39313,27.6,2.58,41411,17.2,79785,35965,10.1,2901,5311,10191,1982,95,17840,546,74415,133684,93.4,89502
0500000US12073,12073,"Leon County, Florida",280882,280882,413.1,29.9,175713,87092,1000,8838,38,2354,264129,58.1,60921,24604,36228,7941,7328,517,5229,3191,2026,16231,3191,2364,7458,18331,35595,15721,7080,20088,64.3,31,4.5,0.1,46620,26486,26772,18.9,2.41,40965,25.3,102093,18963,6.8,2352,2643,7047,1392,34,7267,580,26315,110669,88.4,58799
0500000US45063,45063,"Lexington County, South Carolina",270263,270263,375.4,38.2,216946,38656,745,3890,134,3949,254846,76.3,46629,20153,34366,14280,14301,1505,9545,12296,4343,15390,6718,2267,10534,12062,28534,11823,6167,8545,76,18.5,5.3,0.2,54170,27026,31666,24,2.54,33682,18.5,89192,13456,5,1561,1611,3083,490,103,7826,343,18252,105081,90.3,77528
0500000US39089,39089,"Licking County, Ohio",167911,167911,243.9,39.7,156194,5711,224,1582,0,455,165294,91.9,27710,13728,21431,7440,10897,774,5860,9525,2271,10288,3938,1403,8017,6614,18538,6349,3130,4499,80.1,13.4,6.4,0.1,55777,27082,19081,26.4,2.56,16707,14.9,32309,3182,1.9,310,793,1183,273,13,680,240,4956,64146,92.1,46517
0500000US19113,19113,"Linn County, Iowa",214927,214927,294.6,36.9,193587,9407,547,4157,15,2142,208898,88.6,43189,16359,29495,9409,14770,1027,7135,19573,3106,14412,5311,2918,9026,10924,24610,7967,4561,2652,85.3,9.9,4.8,0,59560,30949,25773,23.5,2.41,30925,21.8,50343,6952,3.2,1136,961,3220,741,32,1599,399,9271,87004,93.1,63957
0500000US41043,41043,"Linn County, Oregon",118270,118270,50.9,39.4,109302,560,2219,1363,74,1941,108680,86.6,13511,8783,11751,5711,8234,2341,3367,6789,1322,6702,2124,663,1895,3687,11051,3672,2297,2080,78.2,14.7,7.1,0.1,44965,21363,12589,29.9,2.6,9722,12.1,46861,5085,4.3,125,508,964,46,90,3162,315,7922,44942,91.7,29529
0500000US09005,9005,"Litchfield County, Connecticut",187542,187542,206.3,45.4,175327,2959,275,3343,0,2631,178245,90.5,39689,17587,21451,9475,10459,1094,7603,12159,2034,10679,3299,2074,6998,10127,26543,7770,4653,3628,76.7,13.3,9.8,0.2,72068,37696,19890,30,2.45,27027,19.9,48949,13317,7.1,558,5440,2680,472,77,3842,806,17295,75229,86,58127
0500000US26093,26093,"Livingston County, Michigan",183264,183264,320.2,41.8,177117,767,450,1558,97,431,179458,95,34436,13553,22870,8342,10605,779,6359,16164,2755,11025,3091,1554,5752,9023,19268,7220,4112,2704,83.3,10.8,5.7,0.2,73694,32681,21922,24.9,2.67,27279,21.8,29142,5311,2.9,238,1856,1232,42,69,874,1238,5990,68279,93.1,57856
0500000US22063,22063,"Livingston Parish, Louisiana",132160,132160,197.5,35,120842,7802,567,577,2,1068,127923,89.2,17789,8800,15081,10678,7698,1237,9432,6099,1340,7867,2391,838,3737,5832,11392,3503,2683,3695,79.7,15.4,4.7,0.1,57478,25508,16661,21.5,2.79,11648,13.7,26344,2462,1.9,125,290,500,98,0,1526,48,5411,46960,90.1,37771
0500000US39093,39093,"Lorain County, Ohio",302465,302465,613.6,40.7,257939,25384,751,3007,93,4738,275828,79.7,45363,25200,33317,11121,22709,965,6766,24781,3289,15029,6479,2555,7825,11773,34605,12451,5993,5199,82.9,12.9,4,0.1,52610,26487,32724,27.8,2.5,28666,13.9,59734,8613,2.8,532,3181,2500,502,52,1980,398,22104,117134,91.6,83971
0500000US06037,6037,"Los Angeles County, California",9974203,9974203,2419.6,35.3,5329333,832253,54409,1394349,26074,1949940,5173712,27.2,1613549,866558,1131295,354071,583173,23848,256082,478309,164278,487221,238160,198576,286493,560301,943128,478191,284924,149135,78.7,11.9,9.3,0.2,55870,27987,1015143,24.9,3.02,1281851,19.5,1393258,3484350,34.9,141491,172245,1191920,54798,13665,2022233,29462,5297449,3242391,93.7,1503915
0500000US51107,51107,"Loudoun County, Virginia",338916,338916,605.8,35.1,232135,24880,847,52794,222,13422,294888,60.4,101419,22165,38070,8799,9294,1035,8621,7817,2513,17693,6748,7957,12434,47615,30180,13463,8689,14982,78.3,17.2,4.4,0.1,123966,46962,51640,15.4,3.07,75368,35,140268,78267,23.1,6035,6695,40637,4803,251,24848,1033,94041,110047,95.2,84662
0500000US13185,13185,"Lowndes County, Georgia",112515,112515,220.2,29.4,65134,40703,109,1741,40,1798,106652,55,13059,9307,13355,3756,5829,443,2233,3364,915,7231,2065,508,2029,3689,11312,6080,2178,3259,76.3,19.2,4.4,0.1,37248,19353,12096,20.8,2.73,9213,14.4,38688,4934,4.4,736,505,1556,188,27,2553,105,6347,39718,88.3,20833
0500000US48303,48303,"Lubbock County, Texas",286747,286747,311.3,30.6,226384,20994,1444,5886,158,23133,192117,56.2,47129,27960,37132,13970,13391,3424,9382,7182,4889,18100,5470,2590,8059,10624,40561,15890,8091,5320,75.6,17.7,6.6,0.2,45529,24454,30258,22,2.57,29791,17.7,51492,16468,5.7,1557,1424,4826,730,47,9130,311,58936,106885,90.6,61177
0500000US39095,39095,"Lucas County, Ohio",438167,438167,1296.2,37.6,321231,82810,1300,7216,190,8542,410038,70.3,62422,39014,46428,13284,31709,1131,8443,28019,5292,21497,11046,3048,8851,18155,51458,20320,9066,6531,82.4,12.7,4.7,0.2,41751,24683,48032,24.5,2.4,42707,14.8,80727,15471,3.5,1396,2901,7012,1223,60,3399,876,24986,178121,88,109711
0500000US42079,42079,"Luzerne County, Pennsylvania",320392,320392,360.4,42.9,291506,12063,944,3192,122,7595,294763,86.5,44976,26764,38308,11344,24214,985,8036,18924,4938,20306,8693,2934,7696,10911,36186,12523,5506,7968,83.2,11.7,4.9,0.2,45118,25091,31605,32.1,2.38,30393,13.4,50670,16920,5.3,1538,2764,2813,361,3,10745,234,27898,129335,87.1,87796
0500000US42081,42081,"Lycoming County, Pennsylvania",116676,116676,94.5,41.3,107551,5522,148,687,32,607,114779,91.3,15602,9944,13368,5439,9348,1415,3228,8237,1314,6783,3223,701,2512,3946,13249,4187,2677,2229,82.7,11.9,5.3,0.1,45877,23531,11581,29.4,2.42,9953,12.4,14875,1655,1.4,206,522,584,37,0,375,137,3780,46008,87.5,32189
0500000US26099,26099,"Macomb County, Michigan",849344,849344,1754.9,40.6,711927,83511,2336,28504,133,4862,829135,82.1,130648,69547,102837,28796,58718,1064,18339,79291,9959,47525,13864,6476,22937,37729,82935,36119,18403,15905,86,10,3.9,0.1,54059,27145,96878,27.4,2.51,88801,15.1,87913,88716,10.4,7291,33030,44222,1758,154,4368,5177,108543,334508,93.3,248285
0500000US17115,17115,"Macon County, Illinois",109833,109833,190.8,40.5,86770,16645,175,1338,19,417,107633,77.7,15447,9511,11770,4329,7618,878,2716,8440,1071,5662,3401,807,2282,3152,11296,4244,2618,2108,81.4,12.9,5.4,0.2,46696,26259,11324,28.3,2.35,11201,15,19125,2605,2.4,154,541,1060,278,15,635,76,3904,45153,89.5,31267
0500000US06039,6039,"Madera County, California",152452,152452,70.6,33.3,125830,5382,2287,3335,254,10254,68443,36.8,13140,8615,11275,12949,6565,10895,3034,4244,1145,5340,2633,882,1893,3346,9983,3734,2312,3103,76.5,16,7.4,0.1,45490,17797,15784,28.9,3.37,8858,9.4,20106,33159,21.8,1285,677,2583,245,66,29223,365,61848,42723,86.3,25930
0500000US01089,1089,"Madison County, Alabama",343229,343229,417.7,37.6,236921,82307,2244,8415,330,3054,327245,65.8,72134,24787,37642,10797,16766,961,7915,19628,2527,17096,5140,4666,6461,29551,32058,13222,8059,14842,75.2,19.7,5,0.2,58203,32307,38382,23,2.48,55297,24.1,133136,18559,5.4,1655,2898,7054,1506,110,6530,461,22788,135409,89.8,93421
0500000US17119,17119,"Madison County, Illinois",267937,267937,376.3,39.2,237095,21475,518,2225,97,1023,260100,86.2,42456,21872,31188,11405,18201,857,7151,16097,3048,14617,7822,2169,8282,12500,28650,12542,6001,5386,82.1,13.5,4.3,0.1,53912,28093,28829,26.4,2.45,29090,16,76495,6259,2.3,429,1530,2220,314,21,1923,251,7981,107298,91.2,76625
0500000US18095,18095,"Madison County, Indiana",130688,130688,291.3,39.5,115204,9413,210,559,57,1612,126201,86,15513,11106,13718,4716,8944,698,3205,7565,1262,6417,2715,822,2762,4557,12933,5471,3104,2486,84,11,4.8,0.2,43440,22049,13537,29.6,2.42,10546,11.8,25651,2502,1.9,215,323,400,102,7,1606,64,4092,51232,87,35423
0500000US39099,39099,"Mahoning County, Ohio",235809,235809,580.2,43.2,189613,36425,493,1918,9,2147,223948,77.1,31205,20106,26009,8121,16388,974,5823,14116,2704,13506,4420,1993,4852,8113,26943,10160,4642,3583,82.3,12.4,5.2,0.1,41350,23628,23279,32.2,2.34,22925,13.8,41775,7216,3.1,463,2393,1884,224,7,2437,271,14431,97624,87.5,67194
0500000US12081,12081,"Manatee County, Florida",335840,335840,434.5,46.3,282584,30097,919,5797,205,10811,284456,72.6,45357,28787,37385,12698,12841,2015,9149,10547,3653,19599,5111,2003,9915,17336,30374,14290,7236,5840,81.9,12.4,5.5,0.2,49228,27948,28103,41,2.48,40817,16.7,181777,42068,12.5,4262,8414,4384,877,133,24230,4030,52763,133445,76.2,93971
0500000US55073,55073,"Marathon County, Wisconsin",134886,134886,86.8,40.2,123623,912,344,7188,11,364,131627,89.7,22972,9789,17307,6098,13577,2714,3524,14114,2308,8621,3315,798,5891,3971,15474,4884,2544,1585,84.9,9.4,5.5,0.3,53779,27723,15367,25.4,2.49,14411,15.7,23428,5241,3.9,208,535,3337,118,29,1168,54,10205,53392,92,39247
0500000US04013,4013,"Maricopa County, Arizona",3947382,3947382,414.9,35.3,3162279,203650,74454,144749,8138,235737,2766282,57.8,647877,323509,480903,145799,166970,11568,117051,138707,47530,218620,91287,34090,169024,226475,374887,174732,84306,76781,82.3,12,5.6,0.1,53689,27477,431461,24.9,2.74,490927,19.2,1846329,586882,14.9,39182,56204,122760,18402,2649,362378,24489,965415,1424244,85.9,873599
0500000US06041,6041,"Marin County, California",256802,256802,485.1,45.1,203975,6913,674,14565,593,19664,216388,72.3,65244,19848,28420,7304,5613,784,6880,5968,2875,12610,3342,4480,12733,24442,28537,11686,7790,4302,73.2,10.9,15.8,0.1,91529,58004,29719,32.6,2.41,58107,30.8,78061,48477,18.9,2830,12235,11528,865,674,21212,1963,57127,103034,92.3,64490
0500000US12083,12083,"Marion County, Florida",334771,334771,209.1,47.8,273311,42256,1274,4705,104,5584,296327,72.9,31557,28532,32890,11948,11733,3012,8802,7948,3197,18145,5181,2422,5896,12074,25248,12988,6041,5706,80.3,12.7,6.7,0.2,39339,21752,26291,44.7,2.45,27759,11.2,176713,25141,7.5,872,4410,3348,285,173,15121,1804,37542,133137,81.3,101048
0500000US18097,18097,"Marion County, Indiana",919336,919336,2279.6,34,580939,247316,2361,20765,327,41857,831165,58.6,143797,80105,111309,31453,62265,1130,22856,47242,13736,54140,26963,7627,28782,49079,95460,44429,19098,18387,84.7,10.9,4.3,0.1,42378,24145,101088,20.2,2.5,108254,18.1,219367,77953,8.5,8942,4680,18500,9276,366,44511,620,105628,361648,86.4,199813
0500000US41047,41047,"Marion County, Oregon",320448,320448,266.7,35.6,258742,3183,4002,5966,2206,31542,240244,67.3,40656,26566,32432,16424,17746,8773,8236,13454,3395,16025,4924,1378,7188,10503,30759,10863,6149,12177,73.9,19.7,6.2,0.2,47360,22202,37338,26.7,2.72,29035,14.1,111836,42962,13.4,1822,3673,5056,444,1069,32044,676,74351,113883,93.6,67850
0500000US12085,12085,"Martin County, Florida",149658,149658,269.2,50.5,130129,8503,677,1429,15,6390,130768,79.6,22113,12580,15322,5697,4226,765,4918,3789,1402,7223,2592,1000,3955,7790,13573,6667,3761,2503,80.5,12.1,7.2,0.2,51703,35183,12082,45.7,2.4,21956,19.2,90585,14929,10,792,2716,1313,314,143,9806,637,20286,60828,77.4,46294
0500000US15009,15009,"Maui County, Hawaii",158814,158814,133.3,40,54749,939,259,42569,16564,1359,142009,31.5,22269,22350,19043,8427,7275,2233,6368,2023,1471,9279,4330,933,5213,8245,13930,18171,3507,3661,75.5,15,9,0.5,64567,29499,14686,28.4,2.94,19374,17.5,45088,28168,17.7,1725,1977,18949,161,4111,2023,947,31367,53131,74.9,30440
0500000US17111,17111,"McHenry County, Illinois",307888,307888,511.9,38.9,280156,3817,484,7980,39,10118,271265,82.9,57811,22818,42167,12830,19774,1273,11234,25755,5963,19177,7334,3814,11170,16533,29213,12521,6715,4698,84.6,10.7,4.6,0.1,76345,33118,40282,22.3,2.8,44190,21.8,55889,29312,9.5,1104,7344,5534,524,114,15171,625,42334,109221,93.7,89100
0500000US17113,17113,"McLean County, Illinois",172390,172390,143.3,32.4,144824,13474,257,7944,20,2078,164444,80.8,37467,15622,23514,5242,7963,1030,3411,5871,1506,9592,2738,1255,18807,7663,22910,9271,3743,2011,81.3,14.4,4.2,0.1,61955,30728,18228,19.7,2.55,30741,29.9,35106,10713,6.2,2055,954,6723,440,41,2393,162,12879,64415,91.4,42813
0500000US48309,48309,"McLennan County, Texas",239717,239717,226.5,32.9,185663,34733,1082,3420,35,9847,181167,58.1,34153,20066,27465,10665,14482,1210,7363,12907,2732,13610,4151,1474,6948,7859,28589,9981,5334,4673,79.5,14.3,6.1,0.1,42544,21852,25748,24.6,2.68,21104,14.6,43229,19910,8.3,1442,1100,2614,687,58,15273,178,42905,85893,89.3,50428
0500000US37119,37119,"Mecklenburg County, North Carolina",968500,968500,1755.5,34.3,551684,299381,3655,48043,722,38902,848132,49.6,201269,79974,123991,32540,46622,860,29712,38772,16633,52851,25758,13202,61705,65216,92384,52146,24411,10746,85.5,9.6,4.8,0.1,56472,32817,116447,17.5,2.56,178385,28.1,415557,134899,13.9,14163,14747,37482,12017,523,68210,1920,166037,371921,91.4,218221
0500000US39103,39103,"Medina County, Ohio",174091,174091,409,41.1,166811,2318,325,1905,9,634,171025,94.4,32997,13293,22635,7693,11455,739,5712,13647,3238,10658,4714,1714,6143,8415,18689,7323,3798,3283,83.1,11.9,4.9,0.1,66296,31291,21047,25.9,2.62,23940,20.1,30085,4976,2.9,197,2580,1488,91,11,548,258,8489,65950,94.3,52180
0500000US06047,6047,"Merced County, California",261609,261609,132.2,30.2,168794,9115,2024,19842,572,50949,114339,30.5,21419,16770,21183,18794,16828,12422,5628,11002,3195,11031,4803,1264,3497,6115,20977,7055,3891,4114,76.2,16.7,6.9,0.2,43066,18464,32604,23.5,3.35,12985,8.6,28555,66633,25.5,1600,4226,11694,265,187,50087,174,124433,76516,91.2,40310
0500000US34021,34021,"Mercer County, New Jersey",369526,369526,1632.2,38.3,230476,74614,667,35398,14,20748,310793,52.9,77744,31560,41382,10001,16320,786,7265,14848,4971,16299,6933,4474,14486,24403,47023,13662,8052,13805,77.8,17.7,4.3,0.1,74118,38076,40626,26.3,2.66,51014,20.7,87354,78427,21.2,7093,14126,25271,5273,166,32547,1044,99771,131475,91.3,85625
0500000US42085,42085,"Mercer County, Pennsylvania",115739,115739,173.4,43.6,105827,6640,80,817,10,459,114371,90.7,14793,10319,11653,4139,8847,829,2745,8249,1185,6262,2131,548,1845,3081,14276,4090,2464,2046,82,11.5,6.3,0.2,43715,23195,11591,33.1,2.35,10835,13.5,18893,1620,1.4,118,571,665,82,9,241,52,5553,46128,89.3,34156
0500000US33013,33013,"Merrimack County, New Hampshire",146880,146880,156.8,42.2,139662,1604,119,2486,28,546,144248,93.8,30423,12445,18366,7014,7814,716,5395,7825,2354,9269,2409,1217,4869,7148,20517,5675,3813,4855,74.7,17.1,8,0.2,65226,31579,15487,25.9,2.46,21524,21,61949,5927,4,954,1461,2370,570,28,602,896,7231,57040,89.7,41063
0500000US08077,8077,"Mesa County, Colorado",147509,147509,44.1,38.2,135965,1060,1168,904,139,4280,127348,82.4,21265,12239,17222,8433,8009,4882,4804,3515,1729,8859,3639,1308,4012,5845,15657,6706,3409,2803,79.5,13.9,6.2,0.4,48610,26518,15927,28.1,2.44,16525,16.7,69356,5075,3.4,191,653,769,108,47,3195,303,9589,58966,93.3,41098
0500000US39109,39109,"Miami County, Ohio",103145,103145,252.1,41.2,97474,2256,162,1314,16,179,101671,93.3,14610,7610,11069,4322,10673,475,2967,12888,1202,5718,2279,774,1369,3790,9243,3533,2373,1673,83.5,11.4,4.8,0.3,51847,25654,11320,28.9,2.48,8873,12.5,17295,1776,1.7,271,278,1110,56,0,179,153,2839,41169,93,29010
0500000US12086,12086,"Miami-Dade County, Florida",2600861,2600861,1315.5,38.8,1963920,489045,4192,41005,701,66819,904690,15.4,365707,246011,329627,106391,120520,8583,77825,57247,50002,147511,82808,25648,84363,150028,238296,128776,73703,43466,81.4,10.6,7.8,0.1,43099,23433,243410,29.9,3.06,300700,16.7,327301,1339811,51.5,101302,44443,37853,7262,591,1243695,5967,1765871,833541,83.8,458132
0500000US09007,9007,"Middlesex County, Connecticut",165534,165534,448.6,43.9,147394,8048,208,4527,44,1715,156808,85.3,39957,13310,20108,6829,7147,370,5203,10319,2275,9189,3017,2321,7994,9620,23009,6576,3820,3638,79.5,13.7,6.7,0.2,77931,40589,17822,28.7,2.4,25901,21.9,45564,12071,7.3,792,4490,3334,424,51,3030,742,16289,66372,88.4,50004
0500000US25017,25017,"Middlesex County, Massachusetts",1539832,1539832,1837.9,38.5,1225379,73785,2135,155681,300,36759,1430948,75.5,431529,118754,166650,46795,53325,1882,37742,79467,16709,76084,23200,24476,59265,143512,228471,61380,35593,29272,82.4,11,6.5,0.1,83488,43667,172040,25.3,2.54,279799,26.1,333346,300977,19.5,31922,62070,120086,19828,1503,88535,8955,366633,583809,94.9,364735
0500000US34023,34023,"Middlesex County, New Jersey",824046,824046,2621.6,37.6,507667,79558,1457,188063,299,28111,665882,47,175687,56127,98877,24917,44688,637,18632,39901,15378,44125,26693,12466,37257,59301,88160,28201,15610,13935,82.7,13.5,3.6,0.1,80118,34616,97525,25.9,2.83,135884,24.4,159095,258148,31.3,20046,30969,135557,13140,308,76393,1781,325335,282182,94.9,183878
0500000US48329,48329,"Midland County, Texas",146387,146387,152,32.5,120937,9456,651,2191,112,10219,87682,50.9,23954,10077,19168,11970,8608,14691,5623,3760,2696,8438,3525,1092,3580,5759,12576,5705,4188,2144,80.4,12,7.2,0.3,66966,34885,17352,20.8,2.8,16221,17.8,30260,14459,9.9,1357,470,1626,354,0,11875,134,41689,51609,92.6,34897
0500000US55079,55079,"Milwaukee County, Wisconsin",953401,953401,3926,34,591716,251235,5389,34374,221,39015,821928,53.6,153959,87783,104747,25209,66991,1887,15009,64481,11020,44687,20352,8491,30291,47255,117602,42659,19526,15429,84.6,11.8,3.4,0.1,43385,24622,106829,21.6,2.44,114628,18.6,198215,82446,8.6,6806,13755,24425,4048,112,39224,882,142611,381446,91.3,193477
0500000US46099,46099,"Minnehaha County, South Dakota",176014,176014,210,34.7,153592,7315,4708,3159,44,3569,168076,85,32401,16695,27190,8048,12842,1599,5389,10240,3515,12148,4000,1972,11897,6812,23732,8723,4073,3076,85.7,9.6,4.6,0,53391,27143,21337,20.4,2.48,23567,20.5,56072,11012,6.3,2031,1433,2775,3548,15,3008,233,15340,68906,93.6,43862
0500000US30063,30063,"Missoula County, Montana",111011,111011,42.1,34.4,102712,455,2935,1159,170,179,107806,90.3,22078,12288,14272,5374,4038,2002,4104,2194,1281,7242,2087,2094,2825,5998,15951,7519,2713,2040,76.3,16.3,7.3,0.1,47029,26559,11258,21.2,2.35,18323,25.4,51121,2903,2.6,578,1090,1165,28,66,184,370,4684,45961,90.6,27203
0500000US01097,1097,"Mobile County, Alabama",414045,414045,335.9,36.9,249439,144637,2801,7953,60,2472,403335,58.4,53158,29925,46021,16350,24241,2346,11499,19906,4870,22335,9305,2849,8897,16982,39659,15515,8863,6669,81.1,14.2,4.6,0.1,43844,23009,43343,26.6,2.62,37981,14,97562,13142,3.2,1309,1510,6014,497,8,4680,433,19463,154400,85.6,102973
0500000US04015,4015,"Mohave County, Arizona",202482,202482,15,48.6,180836,2193,3832,2365,341,5813,171381,78.7,17225,16709,18609,7020,7778,1038,4845,4104,778,9787,4030,1187,3076,4094,13738,13461,3020,4183,78.3,15,6.5,0.2,38456,20709,14726,42.9,2.43,11604,7.8,146661,15058,7.4,405,2248,1947,19,25,9288,1531,22401,80529,72.2,54904
0500000US34025,34025,"Monmouth County, New Jersey",629702,629702,1344.7,42,522220,45548,909,32858,108,14229,566214,76.2,132889,47780,78721,23337,23185,810,20348,18814,10067,35004,15612,11024,31377,38972,71497,26696,11751,13940,79.8,14.6,5.5,0.1,85605,43548,72658,28.5,2.66,112828,26,182688,82171,13,3712,18969,24373,2888,109,34874,958,100597,233730,90,174727
0500000US54061,54061,"Monongalia County, West Virginia",100332,100332,267.1,29.9,91058,3597,143,3251,10,370,98381,89.2,20192,9143,10848,4462,3815,1808,2443,3366,811,5126,1478,936,1485,4839,17323,5323,1736,1786,73.4,22.8,3.7,0.1,46166,26109,7782,19.2,2.53,11999,20.3,35488,4664,4.6,1291,509,2836,466,16,611,226,5162,36857,83.9,21123
0500000US18105,18105,"Monroe County, Indiana",141101,141101,349.7,28.1,122835,4155,528,8404,35,1234,136655,85.2,29272,13141,14653,4067,6986,383,3049,6894,1149,7065,1457,1463,2550,4431,24584,8812,3554,2728,72.5,21.9,5.6,0.1,41857,23837,11673,19.6,2.35,16985,21.8,45648,11537,8.2,3186,1716,7165,556,72,1556,472,14223,53778,90.4,29092
0500000US26115,26115,"Monroe County, Michigan",150851,150851,276.7,41.4,142767,3462,606,859,1,1007,145966,92.1,19141,12532,14422,6923,14115,764,3620,13409,1752,7092,5092,921,2741,4960,15487,6046,3338,1911,85.2,10,4.8,0.1,54911,26617,16901,26.2,2.56,12159,11.8,55680,3126,2.1,131,891,812,65,0,766,592,4754,58328,92.3,46182
0500000US36055,36055,"Monroe County, New York",748076,748076,1132.6,38.5,569686,113581,2644,25778,167,17036,690394,72,150175,63292,86479,19835,37100,1268,14120,43836,8873,41140,11407,8613,19487,42015,111440,29008,14822,10852,82.2,12.8,4.9,0.1,52501,29170,79876,25.9,2.41,100177,20,112031,61044,8.2,6414,18178,22378,3922,240,13394,2932,89786,298915,92.8,192943
0500000US42089,42089,"Monroe County, Pennsylvania",168342,168342,279.2,41.3,132910,22960,612,3428,85,3962,144932,69.1,24838,15260,18673,6088,10348,778,3882,6820,2008,10199,4989,1488,4418,7291,17880,9267,2728,3459,80.4,14.4,5.1,0.1,57748,25266,17734,27.6,2.87,16775,14.9,83472,17681,10.5,655,5137,2695,1306,141,8264,138,23578,57661,71.6,45835
0500000US06053,6053,"Monterey County, California",424927,424927,126.5,33.3,319839,11826,4161,26497,2183,44818,185026,31.9,48671,35718,37986,33717,19363,29293,9753,8662,4923,18932,5532,2449,7055,15859,34474,19765,8983,9775,75.9,15.7,8.3,0.2,58582,25048,45811,25.9,3.24,37596,14.1,65714,127844,30.1,4823,5554,17702,958,806,102139,685,206971,125115,89.6,62089
0500000US01101,1101,"Montgomery County, Alabama",228850,228850,292.5,34.9,90109,127389,593,5216,36,2388,220894,37.3,35542,18761,25036,6115,13603,561,4454,10372,1981,11906,3749,1120,5905,9651,21452,10335,5572,11999,71.8,23.4,4.7,0.1,44830,25089,25839,23.9,2.48,27946,19,52375,9924,4.3,1419,1017,4811,477,22,3447,150,11991,89143,86.9,53528
0500000US24031,24031,"Montgomery County, Maryland",1005087,1005087,1978.2,38.5,565216,174915,2754,143645,391,77094,824690,47.4,298729,82431,98753,30697,23283,1017,30918,16128,6592,40423,12903,15800,36186,115305,115962,44047,38410,60202,71.5,21.9,6.5,0.1,98704,48916,121805,25.2,2.75,182674,26.5,413591,325927,32.4,26574,32398,119239,51208,977,118910,3195,369095,362608,95.4,241626
0500000US39113,39113,"Montgomery County, Ohio",534801,534801,1159.5,39.4,394526,110924,1076,10295,242,3695,521703,72.2,82359,45090,59072,15192,32465,630,10469,29516,5177,28383,9367,5461,12438,24317,60997,22635,11317,13471,80.4,14.7,4.8,0.1,43281,25171,57613,27.5,2.32,53920,14.9,135114,20612,3.9,2567,3261,10121,2510,114,4032,574,27598,222673,87.5,137223
0500000US42091,42091,"Montgomery County, Pennsylvania",809372,809372,1655.9,41,658510,71761,777,54828,113,6515,772782,77.9,201760,54198,100162,26879,32554,1517,22684,49249,12284,43835,13541,9412,39264,59833,106222,27950,18886,10876,86,8.4,5.5,0.1,79926,41699,92972,28.3,2.56,147415,26.1,143882,81168,10,7521,16325,42038,3597,258,17529,1421,98766,307953,94.3,223624
0500000US47125,47125,"Montgomery County, Tennessee",182015,182015,319.6,30.2,130733,34480,1161,3780,828,3342,165835,66.1,22273,13802,18326,6661,10401,503,4054,8013,1158,9459,3595,971,3189,6220,16712,7746,2976,6867,70.4,23.1,6.4,0.1,50693,22867,24576,16.2,2.76,18090,16.5,97558,10293,5.7,684,1804,3246,1227,173,3607,236,16174,64818,88,39442
0500000US48339,48339,"Montgomery County, Texas",487028,487028,437.5,36.3,423152,21435,1925,11992,236,17270,381402,69.8,84182,35591,55665,23217,25478,11469,18709,22873,9115,25276,16025,2780,13075,25556,42513,18631,11022,7089,80.1,12.2,7.6,0.1,68840,33455,59369,22.7,2.88,68183,21.7,151764,63219,13,4921,6144,9062,1044,284,44428,2257,87165,168279,90.6,122014
0500000US01103,1103,"Morgan County, Alabama",119744,119744,206.3,39.1,99065,14413,915,746,83,1881,110440,77.1,14968,8548,12538,6146,10094,571,4698,10559,1190,6727,2255,656,2155,5022,9131,4635,2710,1985,82.6,11.5,5.7,0.2,45341,24222,13183,27.1,2.57,10873,13.3,31243,5639,4.7,174,221,614,31,8,4712,53,9103,45856,89.3,32616
