ID,COUNTY_ID,COUNTY,TOTAL_POPULATION,PER_TOTAL_POPULATION,POPU_DENSITY,HH_MEDIAN_AGE,DI_RACE_WH,DI_RACE_AF,DI_RACE_AI_AN,DI_RACE_ASIAN,DI_RACE_NW,DI_RACE_SOM,DI_NOT_HISP,DI_PERC_NOT_HISP,WF_OCCUP_1,WF_OCCUP_2,WF_OCCUP_3,WF_OCCUP_4,WF_OCCUP_5,WF_IND_1,WF_IND_2,WF_IND_3,WF_IND_4,WF_IND_5,WF_IND_6,WF_IND_7,WF_IND_8,WF_IND_9,WF_IND_10,WF_IND_11,WF_IND_12,WF_IND_13,WF_CSW_1,WF_CSW_2,WF_CSW_3,WF_CSW_4,INC_MD_HOUSE,INC_PER_CAP,HH_UD_18,HH_OVR_65,HH_AVG_SIZE,WF_OVR_25,WF_PER_OVR_25,DI_BR_DF,DI_FB,DI_PER_FB,DI_FB_2010,DI_FB_EU,DI_FB_A,DI_FB_AF,DI_FB_OC,DI_FB_LA,DI_FB_NA,DI_NON_ENG,HH_OW_OC,HH_PER_OW_OC,INC_HM_VALUE
0500000US53033,53033,"King County, Washington",2008997,2008997,912.9,37.2,1384506,123852,15724,306079,15323,51985,1824679,63.5,509463,164212,225435,59470,91606,6085,47775,110470,30331,119780,47955,37112,64170,188474,211603,100407,50386,35638,81.5,12.6,5.7,0.1,73035,40656,220359,20.6,2.44,410758,29.2,715988,421682,21,46948,65270,219653,35073,7210,76705,17771,497721,808729,93.6,464625
0500000US06031,6031,"Kings County, California",151390,151390,110.1,31.2,106922,9843,2022,5530,351,20287,72479,34.5,12460,11522,9907,10341,6721,8239,1900,4169,1384,4189,1856,444,1284,3089,10748,4861,2052,6736,68.7,25.4,5.6,0.2,47341,18518,17501,20.7,3.24,8265,9,23657,29641,19.6,685,1232,4048,195,84,23924,158,58716,41108,92.6,21358
0500000US36047,36047,"Kings County, New York",2570801,2570801,35369.2,34.3,1121903,871044,9135,286727,621,224112,2064786,35.7,427234,276930,259691,73453,101454,1143,59530,46689,27204,111161,69226,44615,87926,140783,329064,113925,62509,44987,78.8,14.6,6.5,0.1,46958,25932,267217,24.6,2.74,330986,19.4,258887,964205,37.5,61119,191845,252225,27497,2083,484202,6353,1104365,925371,91.4,273246
0500000US53035,53035,"Kitsap County, Washington",253614,253614,635.9,39.3,208328,6777,3546,12475,2276,4442,236278,78.2,40748,20215,24562,10786,11019,782,6960,10816,1493,12396,4216,2214,4988,12745,23208,10422,5215,11875,65.5,27.3,7.1,0.1,62473,31901,27779,26.2,2.51,33302,19.3,122512,16447,6.5,867,2711,8881,292,169,2994,1400,20254,97993,90.5,65511
0500000US47093,47093,"Knox County, Tennessee",440732,440732,850.5,37.3,377816,40328,1150,8868,140,3941,424480,83.3,84478,34725,56122,15523,20346,705,12782,15789,7077,27757,9470,5840,13425,26798,52194,21244,10976,7137,80.7,13.3,5.9,0.1,47543,28255,46070,24.2,2.37,62163,21.3,144550,21783,4.9,1939,3504,7916,2150,119,6919,1175,26660,180558,91.7,116472
0500000US16055,16055,"Kootenai County, Idaho",142783,142783,111.3,39.4,135067,480,2034,1616,150,454,136964,91.5,19466,11635,17270,7326,7223,1517,5848,5211,1686,9126,2512,1273,4573,6658,12594,6428,3128,2366,79.7,11.7,8.4,0.2,49292,25190,16596,27.7,2.53,15019,15.6,93475,3307,2.3,189,918,1088,32,61,497,711,4132,55807,86.5,39177
0500000US55063,55063,"La Crosse County, Wisconsin",116470,116470,253.8,35.4,106647,1700,470,5104,55,619,114568,90.7,21681,11599,14822,3888,9885,697,2872,8643,1736,9044,2484,1259,2951,3947,17687,5981,2293,2281,82.3,13.3,4.3,0.1,50769,26719,12215,23.5,2.4,14281,19.4,29817,3464,3,367,436,2371,93,72,322,170,7106,46303,94.8,30027
0500000US42069,42069,"Lackawanna County, Pennsylvania",214023,214023,467.1,42.3,199025,6241,307,4185,52,1552,202002,88.6,32944,17904,24662,7542,14483,677,4954,10992,3056,12161,4966,1737,6262,7091,27598,8063,4254,5724,81.9,13.5,4.5,0.1,46056,25624,21009,31.9,2.41,23772,15.9,36585,10892,5.1,1556,2033,4501,254,57,3880,167,18098,85335,88.2,56727
0500000US22055,22055,"Lafayette Parish, Louisiana",228084,228084,824.6,33.9,159832,58715,445,3412,50,1283,218635,66.9,39717,20739,28963,12474,12172,11418,6543,7975,3224,12921,4629,2066,6120,11658,25567,12599,5866,3479,82,11.3,6.5,0.1,51406,29332,26237,19.4,2.55,29773,20.3,34305,10204,4.5,1422,1048,3200,814,7,4825,310,30426,87602,91.9,56477
0500000US12069,12069,"Lake County, Florida",305010,305010,316.6,46.2,254313,29607,1132,5685,256,7170,265246,72.9,36378,26161,32373,12450,12097,1797,8453,6911,2519,15854,5558,3036,6814,11837,25480,18842,6494,5864,81.7,13.1,5.2,0.1,45465,24103,27016,42.5,2.56,30933,13.9,165617,24073,7.9,978,3758,3656,548,112,14809,1190,35607,117657,80.9,87644
0500000US17097,17097,"Lake County, Illinois",703170,703170,1585.6,37.2,560800,48626,1397,45941,353,27571,559329,64.2,140677,51620,85491,19895,37500,955,16119,53162,14157,39467,12200,6771,26391,45015,65052,31819,14337,9738,84.2,10.9,4.6,0.2,77873,38459,91418,22.9,2.83,114622,25.4,148020,129365,18.4,5536,25549,35095,1915,176,64831,1799,184729,241846,92.7,181664
0500000US18089,18089,"Lake County, Indiana",493140,493140,994.1,37.8,305599,124511,1721,6260,164,42620,407333,54.9,63090,40742,50227,20925,36295,1061,13799,31831,4617,24404,14467,3347,10546,17068,49719,22266,10399,7755,85.1,11.3,3.5,0.1,49617,24294,53480,26.8,2.66,44023,13.5,174927,33486,6.8,1723,8427,5967,778,73,17925,316,65802,182919,87.3,126039
0500000US39085,39085,"Lake County, Ohio",229602,229602,1011.2,42.9,212818,8374,230,2883,5,1578,221098,90,41012,18979,29922,8186,17818,612,5938,22912,3487,12489,4221,1681,9685,10579,25763,9412,5406,3732,86.6,9.7,3.6,0.1,56809,29556,24260,29.4,2.41,28022,17.2,37703,12365,5.4,664,6031,2135,237,24,3522,416,15997,94089,92.7,70466
